job_role,salary_usd,salary_percentile,skill_demand_score,hiring_difficulty_score
NLP Engineer,71903,44,55,63.19368464859461
Computer Vision Engineer,84414,59,38,53.94363063382996
Data Analyst,47802,65,94,42.034456785821575
AI Engineer,150484,41,53,53.796645781299986
Data Analyst,122624,62,99,67.4406270486355
AI Engineer,59214,94,57,61.42222882863473
Machine Learning Engineer,122881,10,55,71.17577794157873
Machine Learning Engineer,28380,50,40,42.87289907061087
Machine Learning Engineer,144754,4,59,55.63761792273424
NLP Engineer,164688,86,37,45.14271608073133
Data Analyst,99421,38,94,58.64461242280496
Software Engineer AI,94808,54,11,27.38824200676562
Computer Vision Engineer,73490,39,81,70.46354920996663
AI Engineer,109224,95,99,19.532186585523725
Data Analyst,103885,97,37,79.85129558145867
Research Scientist,88779,18,63,39.35516839124713
Machine Learning Engineer,78371,16,33,50.88907051423536
Machine Learning Engineer,85050,53,6,64.39361852321784
Research Scientist,84134,63,12,52.6126949105992
Computer Vision Engineer,113950,82,52,58.782071415822024
Data Scientist,56715,100,45,50.45567725150551
Machine Learning Engineer,143375,88,49,34.741883917663344
Computer Vision Engineer,85152,78,52,67.63142075361957
AI Engineer,116163,54,84,51.70039734767165
Software Engineer AI,120836,6,42,71.25470548576446
Software Engineer AI,82172,7,40,47.2171611991427
Machine Learning Engineer,76331,96,84,39.920508897060905
Software Engineer AI,53108,14,37,78.59084631325358
Computer Vision Engineer,61772,78,91,55.269902309948726
Research Scientist,45012,41,29,38.35069646180742
Research Scientist,74112,43,24,34.80262914615128
Machine Learning Engineer,97565,5,12,64.01163386401181
Computer Vision Engineer,97551,91,100,84.23593075314457
NLP Engineer,68529,3,47,48.435732544854304
AI Engineer,102168,79,20,43.22151638064718
Software Engineer AI,61777,24,64,62.0594078409148
Computer Vision Engineer,70106,45,8,39.3497835275969
Machine Learning Engineer,102938,63,61,47.761715095628155
NLP Engineer,55473,10,32,70.78368814705206
AI Engineer,65935,87,72,88.62907035594071
Data Analyst,91453,72,4,75.34430218186651
Data Scientist,128452,62,40,76.41240150170594
NLP Engineer,65544,30,10,54.31070226028773
AI Engineer,107096,16,61,62.18895699334683
NLP Engineer,147074,92,69,59.23075731889006
Data Analyst,47605,99,95,53.36853132461717
Computer Vision Engineer,79196,43,84,45.889902293426125
Software Engineer AI,28000,58,50,54.76431036481373
NLP Engineer,63064,40,44,60.80403231806072
Data Analyst,92686,46,96,71.98246658266642
NLP Engineer,90081,2,68,65.87339704625472
Data Analyst,116029,87,49,80.74370982031171
Research Scientist,187365,88,53,34.23667695072696
Data Analyst,75324,97,97,47.30116443327053
NLP Engineer,89225,5,33,61.47093466350752
Computer Vision Engineer,28000,22,35,40.68371064844648
Machine Learning Engineer,81955,85,91,34.178133465321785
Computer Vision Engineer,37613,21,58,33.96125082366423
Data Scientist,147244,26,45,66.22938851409145
Computer Vision Engineer,85593,23,58,20.157735481753235
Software Engineer AI,161786,69,67,63.34935438769875
Machine Learning Engineer,53034,36,47,36.55791558598491
Machine Learning Engineer,124224,97,7,71.16006098130433
Research Scientist,49786,40,35,43.28529286000052
Software Engineer AI,58793,66,13,58.684405233223906
Data Analyst,73633,86,73,86.76986992092264
Data Analyst,46448,14,98,42.564092617454335
Data Analyst,168117,59,4,23.83765544596019
Research Scientist,165183,31,84,69.06498083966693
Software Engineer AI,102977,8,58,68.9405344172059
Software Engineer AI,123779,65,10,71.66259318098687
Software Engineer AI,94940,71,14,63.54384555835949
Data Scientist,200296,29,11,51.95520190499878
AI Engineer,98814,68,80,29.287408221728494
NLP Engineer,58461,71,76,47.557349494706685
NLP Engineer,56582,57,16,60.84686933466319
Data Analyst,28000,27,17,39.288000667415574
Data Analyst,65256,89,64,37.071506586204436
Research Scientist,98469,56,99,84.46876208688953
Research Scientist,100997,26,49,45.01196297223351
AI Engineer,37654,49,88,62.817822324211335
Research Scientist,86416,76,64,45.06918393377294
AI Engineer,46358,41,40,63.5206318491352
Machine Learning Engineer,68519,46,40,57.63909608049688
Research Scientist,68361,78,30,100.0
Software Engineer AI,58739,16,53,30.544462212070517
Computer Vision Engineer,77162,84,78,66.83614606825218
Research Scientist,79795,99,53,24.5695166385251
Software Engineer AI,140609,1,81,72.31971805575677
Data Analyst,105155,40,65,37.64401934137539
AI Engineer,47023,81,48,55.68972045283488
Machine Learning Engineer,84475,48,85,22.339250815249702
Machine Learning Engineer,116657,83,58,38.654250979278245
Software Engineer AI,203937,40,40,85.41479391922543
AI Engineer,64149,22,44,80.60388525420689
AI Engineer,93283,54,69,50.45234573872821
Computer Vision Engineer,131243,94,14,85.91377210591156
Research Scientist,174253,27,44,53.18800571778105
Computer Vision Engineer,49317,43,22,44.01060454660523
Machine Learning Engineer,35485,35,10,46.52313450762781
Data Analyst,43501,68,44,85.65797535811423
Computer Vision Engineer,178623,15,80,47.31308707451144
Data Scientist,156752,80,96,27.58472690987519
Data Analyst,72154,84,13,81.02888907329503
Data Scientist,46882,17,90,65.62241775796703
Research Scientist,46823,16,29,83.0469506428974
NLP Engineer,64812,76,17,71.9831254684477
Research Scientist,168654,49,89,67.72109649890311
Software Engineer AI,57859,62,72,54.631963936304494
NLP Engineer,86825,100,31,64.52130900335987
Research Scientist,86312,35,53,95.7614309459333
Data Analyst,94619,10,31,14.17155465135948
Data Scientist,96158,7,36,45.96301439159386
Data Analyst,28000,70,48,52.10145484081627
Data Analyst,54783,97,50,62.65039321656994
Computer Vision Engineer,119027,35,17,62.43063795242824
Research Scientist,84652,90,20,81.41274637527306
NLP Engineer,75207,92,58,51.50855580915544
Research Scientist,218401,65,97,59.808347807117194
Research Scientist,153072,23,31,71.30662876544164
Software Engineer AI,151089,58,89,55.47277069807005
Data Scientist,59869,95,42,56.63834164730959
Machine Learning Engineer,73598,41,65,26.047177057016185
AI Engineer,147864,2,18,74.98518494142056
Data Scientist,150740,47,4,67.9116313826851
AI Engineer,104484,92,80,47.3740341472991
Software Engineer AI,28000,75,98,63.90938738540557
Research Scientist,95316,32,25,60.064965673971166
Software Engineer AI,54578,7,29,50.16075587883923
AI Engineer,73026,18,9,81.76437219375688
NLP Engineer,130482,7,62,54.90684548892011
Research Scientist,35747,75,59,35.94043661429267
Software Engineer AI,67786,9,51,47.6185471463261
Software Engineer AI,102965,82,99,34.98830738828492
Data Analyst,70125,90,99,54.42188732408541
AI Engineer,57923,49,18,86.91476637121652
NLP Engineer,143293,94,47,46.59407905682914
Data Scientist,85444,52,20,62.57554597856437
Data Analyst,95210,96,2,59.2721549732534
Research Scientist,115563,70,23,51.499889661038424
Machine Learning Engineer,41029,96,18,33.383605576566836
AI Engineer,52363,81,39,66.3954931865786
Data Scientist,118652,99,33,55.87025042203517
Software Engineer AI,85427,92,81,36.29603224722763
Machine Learning Engineer,113135,32,83,62.296847737933874
Software Engineer AI,65289,79,22,42.61638349276133
Data Scientist,81418,35,84,28.973990292195023
Data Scientist,127296,89,25,62.165411737465085
Machine Learning Engineer,124052,83,80,44.78186512311562
AI Engineer,75180,13,44,60.64526635823549
Research Scientist,74769,78,67,42.25714347178299
Data Scientist,171916,34,16,56.4063338627324
Machine Learning Engineer,88661,12,20,48.77012238128839
Research Scientist,58757,57,39,66.32193964689581
Computer Vision Engineer,148583,31,57,52.56708097649562
Software Engineer AI,140570,45,63,73.57824644081575
Research Scientist,203521,43,35,7.27458282563294
Software Engineer AI,131480,53,48,53.36753768835103
Research Scientist,139179,53,100,53.64121640819077
Software Engineer AI,127620,27,77,61.8147748413041
Data Scientist,88798,51,73,47.49289968918287
Data Analyst,89160,32,23,58.26706657219058
NLP Engineer,42534,12,65,90.62969251716652
NLP Engineer,35652,11,4,87.55019781384149
Research Scientist,131582,96,17,83.16213899528067
Computer Vision Engineer,91261,8,90,58.103982720550704
Computer Vision Engineer,151666,74,22,100.0
AI Engineer,87686,19,36,57.86286634215742
Research Scientist,121651,50,44,56.24871270764334
Software Engineer AI,41082,90,90,47.83343777313817
Data Analyst,65782,71,55,67.298580624727
Research Scientist,43370,98,38,80.96645692309667
Computer Vision Engineer,72042,92,69,61.477197586309515
Research Scientist,70524,90,67,35.56044651542226
Computer Vision Engineer,75822,90,92,70.02986668225043
Research Scientist,159675,55,42,62.757859921594786
Data Analyst,109877,48,66,35.427989802126376
Machine Learning Engineer,87601,48,30,39.03525627835474
Machine Learning Engineer,29484,81,37,53.175941989894326
NLP Engineer,28000,87,21,40.532187158765424
Data Scientist,47466,17,87,37.04560751405331
AI Engineer,116599,60,63,72.13809011225248
NLP Engineer,68144,76,76,44.3033993864392
Software Engineer AI,93523,96,69,21.462419714458413
NLP Engineer,60015,67,16,71.62466524550278
Data Scientist,41353,18,60,39.51759886332491
NLP Engineer,63168,31,82,24.095275889373134
Data Analyst,41711,97,30,39.828431089282304
AI Engineer,84958,24,39,22.561638109510007
Data Analyst,103216,45,6,39.23601307056507
Computer Vision Engineer,118615,44,13,75.69003420675801
Data Scientist,75886,70,25,69.41207824311579
Research Scientist,207755,33,48,55.54018263766473
Software Engineer AI,90791,92,51,80.72144780350324
NLP Engineer,91645,41,58,64.32610792788377
Research Scientist,35118,65,29,49.256150339932255
Computer Vision Engineer,143711,10,86,13.20831618455226
AI Engineer,103737,46,68,34.78086414745428
Research Scientist,153497,97,79,100.0
Computer Vision Engineer,62668,50,56,38.31879305311348
Software Engineer AI,65867,12,78,60.08565968749673
Data Analyst,95658,60,43,49.02448554164727
Software Engineer AI,202520,83,21,89.37834772117927
AI Engineer,75970,93,67,23.721522136980337
Data Analyst,117715,24,38,45.0187768761576
AI Engineer,137913,45,45,100.0
AI Engineer,35569,83,42,41.50067629629147
Machine Learning Engineer,85885,43,12,56.51937846555188
NLP Engineer,103229,23,38,82.13517906781398
Software Engineer AI,77040,67,40,53.597235395953675
Research Scientist,71408,84,95,79.13061308733943
NLP Engineer,119273,78,95,71.09128435113057
Data Analyst,65335,33,37,27.329085054618496
Computer Vision Engineer,56232,98,59,87.24549504307002
Research Scientist,126539,40,1,56.43211444401865
Machine Learning Engineer,70226,41,55,64.03261771277103
Data Analyst,59309,66,25,53.13996458849594
AI Engineer,147621,1,79,57.453533669254575
Machine Learning Engineer,196833,35,25,41.34682082839541
Software Engineer AI,175992,100,41,70.92681244222817
Research Scientist,168015,12,9,63.31858828174644
Machine Learning Engineer,129105,37,23,52.93395623021579
Machine Learning Engineer,96836,67,100,40.92590768886374
Data Scientist,85231,45,69,75.34732382145823
Machine Learning Engineer,142186,86,73,63.2326945552121
Data Analyst,114337,37,86,84.09494183174073
Research Scientist,134558,18,99,58.8299041833969
Computer Vision Engineer,102693,90,99,41.59627066476259
Data Analyst,125268,39,67,29.129470384295384
Data Scientist,83404,32,41,36.73876885688776
NLP Engineer,102250,80,18,77.06215832462433
Machine Learning Engineer,180632,90,48,34.3100708010565
Data Analyst,28000,62,95,54.89193942015265
AI Engineer,179643,15,51,76.0679941683603
NLP Engineer,91135,53,26,60.26158843248278
Computer Vision Engineer,30733,51,23,56.558510354120145
Data Analyst,42566,98,8,20.1155399926164
Computer Vision Engineer,73088,96,68,29.472069156412257
Data Scientist,43117,7,11,46.0262013425541
Data Scientist,140655,96,48,62.03013390070179
Data Analyst,31492,25,94,8.44091693131449
Research Scientist,206236,67,36,62.91663511597719
Research Scientist,123310,34,50,94.16902160139152
Research Scientist,95948,40,91,41.19202170827457
Machine Learning Engineer,50415,1,7,55.247071234597634
AI Engineer,80696,64,8,94.69442578782306
Machine Learning Engineer,40260,84,77,64.20354853763168
Research Scientist,122314,2,42,60.83620324632477
AI Engineer,53894,96,72,64.86223196450456
NLP Engineer,56112,5,96,72.46739251744573
Data Analyst,76173,70,43,76.03155737629739
AI Engineer,28992,27,13,52.22366189246189
Data Analyst,72931,47,1,34.831646524358646
AI Engineer,80740,9,6,53.76995931097321
Machine Learning Engineer,80279,27,34,56.15885376810844
Software Engineer AI,123906,97,94,58.90138636147321
Data Analyst,101336,95,57,79.67277362427299
Data Analyst,85883,61,40,65.62738610295584
Computer Vision Engineer,175304,77,73,60.45217158255354
AI Engineer,163482,33,38,29.903132094774342
NLP Engineer,190970,65,57,33.19830440033733
Data Analyst,49296,62,20,48.993222749112086
AI Engineer,42183,51,25,71.88396211588864
Research Scientist,109172,86,97,65.6865474952713
Data Scientist,105480,36,23,17.220701511834477
Data Analyst,98427,54,55,72.66238979732557
Research Scientist,69822,12,68,85.39776502960322
Computer Vision Engineer,106090,57,49,31.88969953507676
Software Engineer AI,51582,58,72,34.0812677364827
Computer Vision Engineer,173073,84,10,74.8090598152468
Computer Vision Engineer,86941,98,85,25.014984984709415
AI Engineer,67546,73,94,52.94403730584903
NLP Engineer,162238,14,42,57.26851559251419
Data Analyst,77900,61,80,42.72353303076096
Machine Learning Engineer,82727,27,19,53.60304772130523
Data Analyst,84208,65,38,72.3015714221482
Machine Learning Engineer,127779,5,60,72.22253107114179
Data Analyst,73899,44,84,64.00212904720988
Machine Learning Engineer,177608,30,61,23.663939343970053
Data Scientist,142840,28,65,66.33207233678294
Data Scientist,64859,94,3,80.73184132740745
NLP Engineer,67972,18,21,27.693367582952707
Computer Vision Engineer,66275,94,7,18.728602478555636
AI Engineer,73490,19,89,58.10167420853329
NLP Engineer,60217,61,39,39.57019153771739
Machine Learning Engineer,242283,62,46,59.025091789789585
Software Engineer AI,30617,86,9,31.832634677334735
Data Scientist,82407,11,18,68.16597720334352
Software Engineer AI,108741,64,31,0.0
Software Engineer AI,126960,74,1,74.18483137668125
NLP Engineer,76545,10,90,100.0
Computer Vision Engineer,154304,46,52,28.99110780452261
AI Engineer,70326,2,47,57.42338299882041
Data Analyst,34085,100,49,65.12671755517516
Data Analyst,86021,99,58,76.89233396460861
Research Scientist,221815,52,37,84.2616002767769
Data Analyst,36428,82,79,60.72258261860506
Machine Learning Engineer,98821,82,92,92.5944856639196
Data Scientist,37277,97,44,25.001141132887263
Research Scientist,87530,93,63,12.76194082745431
NLP Engineer,142689,78,65,44.23581696519564
Data Analyst,85736,36,72,71.83400561550528
NLP Engineer,106789,50,33,45.52492099208047
Computer Vision Engineer,113056,14,32,55.08982963338149
Data Scientist,91472,65,85,22.439822376702516
Software Engineer AI,40420,34,69,37.169448957337366
Data Scientist,116801,2,77,57.89564452199894
AI Engineer,83259,68,50,61.62304773238064
Machine Learning Engineer,62032,67,6,44.268415965916816
Research Scientist,77961,60,38,70.81326540556297
NLP Engineer,71429,10,85,88.31933315862838
Software Engineer AI,99361,10,95,68.70814072594784
NLP Engineer,146512,28,67,48.15747626411694
Data Analyst,70758,84,78,11.787219207347398
Data Scientist,123829,97,43,59.36886437612315
AI Engineer,146741,45,65,43.30591295583017
Software Engineer AI,125633,9,50,47.5821700801397
Software Engineer AI,114154,46,91,55.54731776329293
Data Analyst,57373,18,82,50.75007538130215
NLP Engineer,143408,33,30,58.2787005754638
Data Scientist,52790,3,70,60.68479868270518
Machine Learning Engineer,216575,53,56,57.461694973380034
Research Scientist,67686,38,98,64.00747653827813
Computer Vision Engineer,116254,70,90,67.09440180768644
NLP Engineer,81756,26,71,66.1870238460383
Software Engineer AI,61874,25,64,70.15844532420377
Data Scientist,119808,89,49,40.754076054031515
Software Engineer AI,134970,66,15,41.33694769211221
Research Scientist,76453,63,28,80.65963328304295
AI Engineer,248615,45,1,80.1372749123471
Data Analyst,42625,17,89,61.18854177779956
Computer Vision Engineer,181252,76,79,54.546469055750464
Machine Learning Engineer,110779,66,1,53.489836527552214
Software Engineer AI,37670,35,28,36.11842421865113
Computer Vision Engineer,58637,33,64,34.480090018924244
